part10.png;touching
part18.png;single
part2.png;single
part15.png;single
part24.png;single
part7.png;single
part5.png;single
part33.png;single
part30.png;single
part4.png;single
part14.png;single
part27.png;single
part36.png;single
part32.png;single
part17.png;touching
part26.png;single
part20.png;single
part16.png;single
part31.png;single
part29.png;single
part13.png;touching
part35.png;single
part11.png;single
part9.png;single
part25.png;single
part22.png;single
part12.png;touching
part1.png;single
part19.png;touching
part0.png;single
part21.png;single
part6.png;single
part28.png;single
part8.png;single
part23.png;single
part3.png;single
part34.png;single
