part10.png;single
part18.png;single
part2.png;single
part15.png;single
part39.png;single
part24.png;single
part42.png;single
part7.png;single
part5.png;single
part33.png;touching
part30.png;touching
part4.png;single
part14.png;single
part27.png;single
part36.png;single
part32.png;single
part17.png;single
part26.png;single
part41.png;single
part20.png;single
part16.png;single
part31.png;single
part29.png;single
part13.png;single
part35.png;touching
part11.png;single
part9.png;touching
part38.png;single
part25.png;single
part22.png;single
part12.png;single
part1.png;touching
part19.png;nuclei
part0.png;single
part21.png;single
part6.png;single
part43.png;single
part28.png;touching
part44.png;dusts
part8.png;single
part23.png;single
part40.png;single
part3.png;single
part34.png;single
