part10.png;touching
part18.png;touching
part2.png;single
part15.png;single
part24.png;single
part7.png;single
part5.png;single
part30.png;single
part4.png;single
part14.png;single
part27.png;single
part17.png;touching
part26.png;single
part20.png;single
part16.png;single
part29.png;single
part13.png;single
part11.png;touching
part9.png;single
part25.png;single
part22.png;touching
part12.png;single
part1.png;single
part19.png;single
part0.png;dusts
part21.png;single
part6.png;touching
part28.png;single
part8.png;touching
part23.png;touching
part3.png;single
