part10.png;touching
part18.png;single
part37.png;single
part39.png;single
part24.png;single
part7.png;touching
part5.png;single
part33.png;single
part30.png;touching
part27.png;single
part32.png;single
part17.png;touching
part26.png;touching
part41.png;single
part20.png;touching
part16.png;single
part31.png;touching
part13.png;single
part35.png;touching
part9.png;touching
part22.png;single
part12.png;single
part1.png;single
part19.png;single
part28.png;single
part23.png;single
part40.png;single
part3.png;single
part34.png;single
