part10.png;touching
part18.png;touching
part2.png;touching
part37.png;single
part15.png;single
part39.png;single
part24.png;single
part7.png;single
part5.png;single
part33.png;single
part30.png;single
part4.png;dusts
part14.png;single
part27.png;single
part36.png;single
part32.png;dusts
part17.png;touching
part26.png;single
part20.png;touching
part16.png;touching
part31.png;single
part29.png;single
part13.png;single
part35.png;single
part11.png;touching
part9.png;single
part38.png;single
part25.png;single
part22.png;single
part12.png;nuclei
part1.png;nuclei
part19.png;single
part0.png;nuclei
part21.png;single
part6.png;single
part28.png;touching
part8.png;single
part23.png;single
part40.png;single
part3.png;dusts
part34.png;single
