part10.png;single
part18.png;single
part2.png;single
part15.png;single
part24.png;single
part7.png;touching
part5.png;single
part33.png;touching
part30.png;single
part4.png;single
part14.png;single
part32.png;single
part17.png;single
part20.png;single
part16.png;single
part31.png;single
part29.png;single
part13.png;single
part35.png;single
part11.png;touching
part9.png;single
part25.png;single
part22.png;touching
part12.png;single
part1.png;single
part19.png;touching
part0.png;single
part21.png;touching
part6.png;single
part28.png;touching
part8.png;single
part23.png;single
part3.png;touching
part34.png;single
