part10.png;single
part18.png;single
part2.png;single
part37.png;single
part15.png;touching
part39.png;single
part24.png;single
part42.png;dusts
part7.png;single
part5.png;single
part33.png;dusts
part30.png;touching
part4.png;single
part14.png;single
part27.png;single
part36.png;touching
part32.png;touching
part17.png;single
part26.png;single
part41.png;dusts
part20.png;dusts
part16.png;single
part31.png;single
part29.png;single
part13.png;single
part35.png;single
part11.png;single
part9.png;single
part38.png;single
part25.png;single
part22.png;touching
part12.png;single
part1.png;single
part19.png;touching
part21.png;single
part6.png;single
part43.png;dusts
part28.png;single
part8.png;single
part23.png;single
part40.png;single
part3.png;touching
part34.png;dusts
